cate_product_title,cate_pirce,cate_vendor,cate_voucher,cate_new_tag,listing_link,listing_link,Brand,Product type,Profile,Layout size,Layout standard,Layout ergonomics,Hot-swappable,Knob support,Rgb support,Display support,QMK/VIA,Connection,Battery capacity,Mount style,Case material,Keycap material,scraping_date
Epomaker DynaTab 75,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-dynatab-75,https://keeb-finder.com/keyboards/epomaker-dynatab-75,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",5000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Ajazz AKP815,$119,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-akp815,https://keeb-finder.com/keyboards/ajazz-akp815,Ajazz,Keyboard,Low Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,Wired,No battery,Gasket Mount,Plastic,ABS,2024-03-28
AULA x F98 Pro,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aula-f98-pro,https://keeb-finder.com/keyboards/epomaker-aula-f98-pro,AULA,Keyboard,Normal Profile,95%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PC,2024-03-28
Epomaker TH80 Pro V2,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/th80pro-v2-via,https://keeb-finder.com/keyboards/th80pro-v2-via,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,ABS,2024-03-28
Epomaker Brick 87,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-brick-87,https://keeb-finder.com/keyboards/epomaker-brick-87,Epomaker,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless",3000 mAh,Unknown,Plastic,PBT,2024-03-28
Ajazz AKS068 Pro,$64,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-aks068-pro-alice-wireless-mechanical-keyboard,https://keeb-finder.com/keyboards/ajazz-aks068-pro-alice-wireless-mechanical-keyboard,Ajazz,Keyboard,Normal Profile,65%,ANSI,Alice,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Ajazz AKL680,$35,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-akl680,https://keeb-finder.com/keyboards/ajazz-akl680,Ajazz,Keyboard,Low Profile,65%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Unknown,Plastic,ABS,2024-03-28
Kiiboom Phantom 98,$219,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-phantom-98,https://keeb-finder.com/keyboards/kiiboom-phantom-98,Kiiboom,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",8000 mAh,Plate Mount,Plastic,Unknown,2024-03-28
Feker IK85 Plus,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/feker-ik85-plus,https://keeb-finder.com/keyboards/feker-ik85-plus,Feker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Skyloong GK87,$78,Epomaker,None,None,https://keeb-finder.com/keyboards/skyloong-gk87-qmk-via,https://keeb-finder.com/keyboards/skyloong-gk87-qmk-via,Skyloong,Keyboard,Normal Profile,87%,ANSI,Normal,Yes,Yes,Yes,No,Yes,Wired,No battery,Top Mount,Plastic,PBT,2024-03-28
Feker x Galaxy80,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-feker-galaxy80,https://keeb-finder.com/keyboards/epomaker-feker-galaxy80,Feker,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Aluminum,PBT,2024-03-28
Lofree DOT Liquid Foundation,$199,Epomaker,None,None,https://keeb-finder.com/keyboards/lofree-dot-liquid-foundation-mechanical-keyboard,https://keeb-finder.com/keyboards/lofree-dot-liquid-foundation-mechanical-keyboard,Lofree,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless, Bluetooth",4000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Leobog x K21,$35,Epomaker,None,None,https://keeb-finder.com/keyboards/leobog-k21,https://keeb-finder.com/keyboards/leobog-k21,Leobog,Keyboard,Normal Profile,30%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",600 mAh,Unknown,Plastic,PBT,2024-03-28
AULA x F99,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aula-f99,https://keeb-finder.com/keyboards/epomaker-aula-f99,AULA,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",8000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
AULA x F75,$69,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aula-f75,https://keeb-finder.com/keyboards/epomaker-aula-f75,AULA,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
AULA x F87 Pro,$75,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aula-f87-pro,https://keeb-finder.com/keyboards/epomaker-aula-f87-pro,AULA,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
AULA x F68,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aula-f68,https://keeb-finder.com/keyboards/epomaker-aula-f68,AULA,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2800 mAh,Gasket Mount,Plastic,PC,2024-03-28
Leobog x K81 Pro,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-leobog-k81-pro,https://keeb-finder.com/keyboards/epomaker-leobog-k81-pro,Leobog,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Leobog x K81,$119,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-leobog-k81,https://keeb-finder.com/keyboards/epomaker-leobog-k81,Leobog,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PC,2024-03-28
Leobog x Hi75,$67,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-leobog-hi75,https://keeb-finder.com/keyboards/epomaker-leobog-hi75,Leobog,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,Unknown,2024-03-28
Kiiboom Phantom 21,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-phantom-21,https://keeb-finder.com/keyboards/kiiboom-phantom-21,Kiiboom,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",1900 mAh,Plate Mount,Plastic,ABS,2024-03-28
Miel M75,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/miel-m75,https://keeb-finder.com/keyboards/miel-m75,Miel,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",3400 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Cidoo Nebula,$54,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-nebula,https://keeb-finder.com/keyboards/cidoo-nebula,Cidoo,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Skyloong GK87 Pro,$99,Mechkeys,None,None,https://keeb-finder.com/keyboards/skyloong-gk87-pro,https://keeb-finder.com/keyboards/skyloong-gk87-pro,Skyloong,Keyboard,Normal Profile,87%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless, Wired",-,Gasket Mount,Plastic,PBT,2024-03-28
Ajazz AK820 Pro,$53,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-ak820-pro,https://keeb-finder.com/keyboards/ajazz-ak820-pro,Ajazz,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Cidoo ABM066,$53,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-abm066,https://keeb-finder.com/keyboards/cidoo-abm066,Cidoo,Keyboard,Normal Profile,65%,ANSI,Alice,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless, Wired",3000 mAh,Top Mount,Plastic,PBT,2024-03-28
Cidoo V75 Plus,$116,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-v75-plus-via-kit,https://keeb-finder.com/keyboards/cidoo-v75-plus-via-kit,Cidoo,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,No,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Gasket Mount,Aluminum,Unknown,2024-03-28
Epomaker EK98,$62,Epomaker,None,None,https://keeb-finder.com/keyboards/ek98-via-kit,https://keeb-finder.com/keyboards/ek98-via-kit,Epomaker,Keyboard Kit,Normal Profile,98%,ANSI,Normal,Yes,No,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,Unknown,2024-03-28
Coolkiller CK68,$170,Epomaker,None,None,https://keeb-finder.com/keyboards/coolkiller-ck68,https://keeb-finder.com/keyboards/coolkiller-ck68,Coolkiller,Keyboard,Normal Profile,65%,"ANSI, JIS",Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",3750 mAh,Plate Mount,Plastic,Unknown,2024-03-28
Epomaker DynaTab 75X,$139,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-dynatab-75x,https://keeb-finder.com/keyboards/epomaker-dynatab-75x,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,"2.4 GHz, Wireless",10000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
RX-STORM S75,$129,Epomaker,None,None,https://keeb-finder.com/keyboards/rx-storm-s75,https://keeb-finder.com/keyboards/rx-storm-s75,RX-STORM,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",5000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Epomaker EP64,$55,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-ep64,https://keeb-finder.com/keyboards/epomaker-ep64,Epomaker,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Epomaker EP84 Plus,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-ep84-plus,https://keeb-finder.com/keyboards/epomaker-ep84-plus,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Firstblood B2,$35,Epomaker,None,None,https://keeb-finder.com/keyboards/firstblood-b2,https://keeb-finder.com/keyboards/firstblood-b2,Firstblood,Keyboard,Normal Profile,Numpad,ANSI,Normal,No,Yes,Yes,No,No,"2.4 GHz, Wireless",600 mAh,Unknown,Plastic,Unknown,2024-03-28
Akko 3068 Silent 50,$65,Epomaker,None,None,https://keeb-finder.com/keyboards/akko-3068-silent-bluetooth-5-0,https://keeb-finder.com/keyboards/akko-3068-silent-bluetooth-5-0,Akko,Keyboard,Normal Profile,65%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",1800 mAh,Unknown,Plastic,PBT,2024-03-28
Akko 3084 Silent 50,$71,Epomaker,None,None,https://keeb-finder.com/keyboards/akko-3084-silent-bluetooth-5-0,https://keeb-finder.com/keyboards/akko-3084-silent-bluetooth-5-0,Akko,Keyboard,Normal Profile,75%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",1800 mAh,Unknown,Plastic,PBT,2024-03-28
Epomaker EK75,$149,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-ek75-kit,https://keeb-finder.com/keyboards/epomaker-ek75-kit,Epomaker,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Gasket Mount,Aluminum,Unknown,2024-03-28
Skyloong GK6 Plus,$53,Epomaker,None,None,https://keeb-finder.com/keyboards/skyloong-gk6-plus,https://keeb-finder.com/keyboards/skyloong-gk6-plus,Skyloong,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Feker IK65,$62,Epomaker,None,None,https://keeb-finder.com/keyboards/feker-ik65,https://keeb-finder.com/keyboards/feker-ik65,Feker,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Ajazz AK992 Retro,$49,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-ak992-retro,https://keeb-finder.com/keyboards/ajazz-ak992-retro,Ajazz,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,Yes,Yes,No,No,"2.4 GHz, Wireless, Wired, Bluetooth",4000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Epomaker ShadowX,$77,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-shadow-x,https://keeb-finder.com/keyboards/epomaker-shadow-x,Epomaker,Keyboard,Normal Profile,70%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Epomaker EK68,$68,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-ek68,https://keeb-finder.com/keyboards/epomaker-ek68,Epomaker,Keyboard Kit,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Kiiboom Phantom 81 V2,$159,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-phantom-81-v2,https://keeb-finder.com/keyboards/kiiboom-phantom-81-v2,Kiiboom,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,Unknown,2024-03-28
Cidoo V21,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-v21,https://keeb-finder.com/keyboards/cidoo-v21,Cidoo,Keyboard,Normal Profile,30%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",1000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Epomaker TH80X,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-th80-x,https://keeb-finder.com/keyboards/epomaker-th80-x,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",8000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Epomaker Aura75,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-aura75-kit,https://keeb-finder.com/keyboards/epomaker-aura75-kit,Epomaker,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,ABS,2024-03-28
Firstblood B81,$169,Epomaker,None,None,https://keeb-finder.com/keyboards/firstblood-b81-mechanical-keyboard,https://keeb-finder.com/keyboards/firstblood-b81-mechanical-keyboard,Firstblood,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,No,"2.4 GHz, Wireless",3750 mAh,Gasket Mount,Aluminum,PC,2024-03-28
Epomaker Pastel64,$71,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-pastel64,https://keeb-finder.com/keyboards/epomaker-pastel64,Epomaker,Keyboard Kit,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,Yes,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Ajazz AK832 Pro,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/ajazz-ak832-pro,https://keeb-finder.com/keyboards/ajazz-ak832-pro,Ajazz,Keyboard,Low Profile,75%,ANSI,Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",2500 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Ajazz AK832,$44,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-ak832,https://keeb-finder.com/keyboards/ajazz-ak832,Ajazz,Keyboard,Low Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2500 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Infiverse INFI75,$152,Epomaker,None,None,https://keeb-finder.com/keyboards/infiverse-infi75,https://keeb-finder.com/keyboards/infiverse-infi75,Infiverse,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",3750 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Firstblood B67 Mojito,$189,Epomaker,None,None,https://keeb-finder.com/keyboards/firstblood-b67-mojito,https://keeb-finder.com/keyboards/firstblood-b67-mojito,Firstblood,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3500 mAh,Gasket Mount,Plastic,PC,2024-03-28
Ajazz AKC087,$74,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-akc087,https://keeb-finder.com/keyboards/ajazz-akc087,Ajazz,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2000 mAh,Plate Mount,Metal,PBT,2024-03-28
Epomaker Mini Cat 68,$64,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-mini-cat-68,https://keeb-finder.com/keyboards/epomaker-mini-cat-68,Epomaker,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Kiiboom Phantom 68,$149,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-phantom-68,https://keeb-finder.com/keyboards/kiiboom-phantom-68,Kiiboom,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Niz N87,$325,Epomaker,None,None,https://keeb-finder.com/keyboards/niz-n87,https://keeb-finder.com/keyboards/niz-n87,Niz,Keyboard Kit,Normal Profile,80%,ANSI,Normal,No,No,No,No,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
Epomaker High65 V2,$279,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-createkeebs-high65-v2,https://keeb-finder.com/keyboards/epomaker-createkeebs-high65-v2,Epomaker,Keyboard,Normal Profile,65%,ANSI,Normal,No,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Aluminum,PBT,2024-03-28
Cidoo V87,$134,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-v87,https://keeb-finder.com/keyboards/cidoo-v87,Cidoo,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Aluminum,PBT,2024-03-28
Firstblood B6,$45,Epomaker,None,None,https://keeb-finder.com/keyboards/firstblood-b6,https://keeb-finder.com/keyboards/firstblood-b6,Firstblood,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,No,No,No,"2.4 GHz, Wireless",600 mAh,Unknown,Plastic,PC,2024-03-28
Cidoo V75 Pro,$125,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-v75,https://keeb-finder.com/keyboards/cidoo-v75,Cidoo,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Aluminum,PBT,2024-03-28
Mxrskey CK820 Pro,$249,Epomaker,None,None,https://keeb-finder.com/keyboards/mxrskey-ck820-pro,https://keeb-finder.com/keyboards/mxrskey-ck820-pro,Mxrskey,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",8000 mAh,Plate Mount,Aluminum,Unknown,2024-03-28
Kiiboom Phantom 81,$159,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-phantom-81,https://keeb-finder.com/keyboards/kiiboom-phantom-81,Kiiboom,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Kiiboom Moonshadow 81,$199,Epomaker,None,None,https://keeb-finder.com/keyboards/kiiboom-moonshadow-81,https://keeb-finder.com/keyboards/kiiboom-moonshadow-81,Kiiboom,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Aluminum,Unknown,2024-03-28
Cidoo ABM098,$107,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-abm098,https://keeb-finder.com/keyboards/cidoo-abm098,Cidoo,Keyboard,Normal Profile,100%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Machenike K600S,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/machenike-k600s,https://keeb-finder.com/keyboards/machenike-k600s,Machenike,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,ABS,2024-03-28
Feker Alice98,$119,Mechkeys,None,None,https://keeb-finder.com/keyboards/feker-alice98,https://keeb-finder.com/keyboards/feker-alice98,Feker,Keyboard,Normal Profile,96%,ANSI,Alice,Yes,Yes,Yes,Yes,Yes,"Wired, Wireless, Bluetooth, 2.4 GHz",8000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Reccazr KW75,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/reccazr-kw75,https://keeb-finder.com/keyboards/reccazr-kw75,Reccazr,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Reccazr KW75S,$59,Mechkeys,None,None,https://keeb-finder.com/keyboards/reccazr-kw75s,https://keeb-finder.com/keyboards/reccazr-kw75s,Reccazr,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2000 mAh,Gasket Mount,Plastic,ABS,2024-03-28
Gopolar GG75,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/gopolar-gg75-kit,https://keeb-finder.com/keyboards/gopolar-gg75-kit,Gopolar,Keyboard Kit,Normal Profile,75%,"ISO, ANSI",Normal,Yes,No,Yes,Yes,Yes,Wired,No battery,Plate Mount,Plastic,Unknown,2024-03-28
Skyloong GK980,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/skyloong-gk980-dark-fairy-tale,https://keeb-finder.com/keyboards/skyloong-gk980-dark-fairy-tale,Skyloong,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Skyloong GK75 Dark Fairytale,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/skyloong-gk75-dark-fairy-tale,https://keeb-finder.com/keyboards/skyloong-gk75-dark-fairy-tale,Skyloong,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Epomaker RT100,$95,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-rt100,https://keeb-finder.com/keyboards/epomaker-rt100,Epomaker,Keyboard,Normal Profile,90%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",5000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Ajazz AK992,$42,Epomaker,None,None,https://keeb-finder.com/keyboards/ajazz-ak992,https://keeb-finder.com/keyboards/ajazz-ak992,Ajazz,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Epomaker TH80 SE,$89,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-th80-se,https://keeb-finder.com/keyboards/epomaker-th80-se,Epomaker,Keyboard,Normal Profile,75%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Skyloong GK98,$77,Epomaker,None,None,https://keeb-finder.com/keyboards/skyloong-gk98,https://keeb-finder.com/keyboards/skyloong-gk98,Skyloong,Keyboard,Normal Profile,98%,ISO,Normal,Yes,Yes,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,ABS,2024-03-28
Mxrskey CK210,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/mxrskey-ck210,https://keeb-finder.com/keyboards/mxrskey-ck210,Mxrskey,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",1500 mAh,Plate Mount,Aluminum,Unknown,2024-03-28
Dareu A98 Pro,$169,Mechkeys,None,None,https://keeb-finder.com/keyboards/dareu-a98-pro,https://keeb-finder.com/keyboards/dareu-a98-pro,Dareu,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,Yes,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Megalodon Macro Pad One,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/megalodon-macro-pad-one-knob,https://keeb-finder.com/keyboards/megalodon-macro-pad-one-knob,Megalodon,Keyboard,Normal Profile,Numpad,ANSI,Normal,No,Yes,Yes,No,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
Megalodon Macro Pad Triple s,$79,Epomaker,None,None,https://keeb-finder.com/keyboards/megalodon-macro-pad-triple-knobs,https://keeb-finder.com/keyboards/megalodon-macro-pad-triple-knobs,Megalodon,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,Yes,Yes,Yes,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
